"nuts","year","risk_pct"
"TR",2014,41.6
"UK",2014,24.1
"AT",2015,18.3
"AT11",2015,14.2
"AT12",2015,13.6
"AT13",2015,27.3
"AT21",2015,16.6
"AT22",2015,17.1
"AT31",2015,15.5
"AT32",2015,15.6
"AT33",2015,19.2
"AT34",2015,22.6
"BE",2015,21.1
"BG",2015,41.3
"BG3",2015,45.1
"BG31",2015,44.8
"BG32",2015,44.9
"BG33",2015,48.3
"BG34",2015,42.5
"BG4",2015,37.5
"BG41",2015,30
"BG42",2015,48.6
"CH",2015,18.2
"CH01",2015,18.1
"CH02",2015,19.3
"CH03",2015,15.2
"CH04",2015,14.4
"CH05",2015,18.5
"CH06",2015,19.3
"CH07",2015,34.3
"CY",2015,28.9
"CZ",2015,14
"CZ01",2015,10.6
"CZ02",2015,10
"CZ03",2015,11.2
"CZ04",2015,21.7
"CZ05",2015,10.2
"CZ06",2015,12.6
"CZ07",2015,16.4
"CZ08",2015,21.7
"DE",2015,20
"DE11",2015,NA
"DE12",2015,NA
"DE13",2015,NA
"DE14",2015,NA
"DE21",2015,NA
"DE22",2015,NA
"DE23",2015,NA
"DE24",2015,NA
"DE25",2015,NA
"DE26",2015,NA
"DE27",2015,NA
"DE30",2015,NA
"DE40",2015,NA
"DE50",2015,NA
"DE60",2015,NA
"DE71",2015,NA
"DE72",2015,NA
"DE73",2015,NA
"DE80",2015,NA
"DE91",2015,NA
"DE92",2015,NA
"DE93",2015,NA
"DE94",2015,NA
"DEA1",2015,NA
"DEA2",2015,NA
"DEA3",2015,NA
"DEA4",2015,NA
"DEA5",2015,NA
"DEB1",2015,NA
"DEB2",2015,NA
"DEB3",2015,NA
"DEC0",2015,NA
"DED2",2015,NA
"DED4",2015,NA
"DED5",2015,NA
"DEE0",2015,NA
"DEF0",2015,NA
"DEG0",2015,NA
"DK",2015,17.7
"DK01",2015,18.8
"DK02",2015,14
"DK03",2015,17.8
"DK04",2015,16.9
"DK05",2015,21.7
"EE",2015,24.2
"EL",2015,35.7
"EL3",2015,31.5
"EL4",2015,39.4
"EL5",2015,35.6
"EL6",2015,40.4
"ES",2015,28.6
"ES1",2015,24.6
"ES11",2015,25.7
"ES12",2015,24.2
"ES13",2015,20.4
"ES2",2015,17.3
"ES21",2015,17.6
"ES22",2015,13
"ES23",2015,22.1
"ES24",2015,17.7
"ES3",2015,20.5
"ES30",2015,20.5
"ES4",2015,30.6
"ES41",2015,23.3
"ES42",2015,36.7
"ES43",2015,35.2
"ES5",2015,25.1
"ES51",2015,19.8
"ES52",2015,32.9
"ES53",2015,26.3
"ES6",2015,42.4
"ES61",2015,43.2
"ES62",2015,38.8
"ES63",2015,41.7
"ES64",2015,31.8
"ES7",2015,37.9
"ES70",2015,37.9
"FI",2015,16.8
"FI1",2015,16.8
"FI13",2015,NA
"FI18",2015,NA
"FI19_20",2015,18.2
"FI1A",2015,NA
"FI1B",2015,12.3
"FI1C",2015,17.1
"FI1D",2015,20.2
"FI2",2015,16.6
"FR",2015,17.7
"HR",2015,29.1
"HR03",2015,25
"HR04",2015,31.1
"HU",2015,28.2
"HU1",2015,24.3
"HU10",2015,24.3
"HU11",2015,NA
"HU12",2015,NA
"HU2",2015,25
"HU21",2015,24.3
"HU22",2015,19.4
"HU23",2015,31.7
"HU3",2015,33.6
"HU31",2015,37.3
"HU32",2015,34.6
"HU33",2015,29.1
"IE",2015,26
"IE01",2015,NA
"IE02",2015,NA
"IS",2015,12.5
"IT",2015,28.7
"ITC",2015,18.5
"ITC1",2015,18
"ITC2",2015,17.9
"ITC3",2015,25.8
"ITC4",2015,17.6
"ITF",2015,44.3
"ITF1",2015,30.1
"ITF2",2015,31.7
"ITF3",2015,46.1
"ITF4",2015,47.8
"ITF5",2015,41.5
"ITF6",2015,44.2
"ITG",2015,50.8
"ITG1",2015,55.4
"ITG2",2015,36.6
"ITH",2015,15.9
"ITH1",2015,13.7
"ITH2",2015,15.8
"ITH3",2015,16.8
"ITH4",2015,14.5
"ITH5",2015,15.4
"ITI",2015,24
"ITI1",2015,18.6
"ITI2",2015,28.5
"ITI3",2015,23
"ITI4",2015,27
"LT",2015,29.3
"LU",2015,18.5
"LV",2015,30.9
"MK",2015,41.6
"MT",2015,23
"NL",2015,16.4
"NL1",2015,18.4
"NL11",2015,NA
"NL12",2015,NA
"NL13",2015,NA
"NL2",2015,15
"NL21",2015,NA
"NL22",2015,NA
"NL23",2015,NA
"NL3",2015,17.5
"NL31",2015,NA
"NL32",2015,NA
"NL33",2015,NA
"NL34",2015,NA
"NL4",2015,14.2
"NL41",2015,NA
"NL42",2015,NA
"NO",2015,15
"NO01",2015,14.6
"NO02",2015,16.8
"NO03",2015,15.5
"NO04",2015,12.8
"NO05",2015,14.2
"NO06",2015,16.8
"NO07",2015,16.9
"PL",2015,23.4
"PL1",2015,21.2
"PL2",2015,21.6
"PL3",2015,27.6
"PL4",2015,23.7
"PL5",2015,21
"PL6",2015,25.5
"PT",2015,26.6
"RO",2015,37.4
"RO1",2015,29.7
"RO11",2015,28
"RO12",2015,31.6
"RO2",2015,46.2
"RO21",2015,46.3
"RO22",2015,46.2
"RO3",2015,34.4
"RO31",2015,43.5
"RO32",2015,20.5
"RO4",2015,37.6
"RO41",2015,41.9
"RO42",2015,32
"RS",2015,41.7
"SE",2015,18.6
"SE1",2015,17.6
"SE11",2015,14.7
"SE12",2015,21.5
"SE2",2015,19.7
"SE21",2015,18.7
"SE22",2015,21.6
"SE23",2015,18.7
"SE3",2015,18.2
"SE31",2015,18.5
"SE32",2015,16
"SE33",2015,19.4
"SI",2015,19.2
"SI01",2015,20.8
"SI02",2015,17.2
"SK",2015,18.4
"SK01",2015,16.2
"SK02",2015,15.8
"SK03",2015,20.5
"SK04",2015,20.4
"TR",2015,41.3
"UK",2015,23.5
"AT",2016,18
"AT11",2016,15.1
"AT12",2016,13
"AT13",2016,26
"AT21",2016,16.3
"AT22",2016,18.4
"AT31",2016,14.3
"AT32",2016,15.5
"AT33",2016,19.2
"AT34",2016,23.2
"BE",2016,20.7
"BG",2016,40.4
"BG3",2016,44.1
"BG31",2016,46
"BG32",2016,44.3
"BG33",2016,44.1
"BG34",2016,42.4
"BG4",2016,36.6
"BG41",2016,30.1
"BG42",2016,46.2
"CH",2016,17.8
"CH01",2016,20.4
"CH02",2016,20.6
"CH03",2016,15.4
"CH04",2016,13.5
"CH05",2016,16.1
"CH06",2016,13.3
"CH07",2016,33.3
"CY",2016,27.7
"CZ",2016,13.3
"CZ01",2016,10.1
"CZ02",2016,10.3
"CZ03",2016,10
"CZ04",2016,19.5
"CZ05",2016,11.7
"CZ06",2016,11.5
"CZ07",2016,13.1
"CZ08",2016,22.1
"DE",2016,19.7
"DE11",2016,14.6
"DE12",2016,16.2
"DE13",2016,15.3
"DE14",2016,13.7
"DE21",2016,16.2
"DE22",2016,22.2
"DE23",2016,19.3
"DE24",2016,NA
"DE25",2016,23.3
"DE26",2016,21.1
"DE27",2016,17.2
"DE30",2016,24.8
"DE40",2016,20.4
"DE50",2016,28.3
"DE60",2016,20
"DE71",2016,14.4
"DE72",2016,16.4
"DE73",2016,13.7
"DE80",2016,26.3
"DE91",2016,21.2
"DE92",2016,18.8
"DE93",2016,13.9
"DE94",2016,21.5
"DEA1",2016,21.7
"DEA2",2016,19.1
"DEA3",2016,18.2
"DEA4",2016,19.2
"DEA5",2016,23
"DEB1",2016,20.3
"DEB2",2016,15.6
"DEB3",2016,22.7
"DEC0",2016,21.9
"DED2",2016,19.5
"DED4",2016,22.9
"DED5",2016,22.8
"DEE0",2016,24
"DEF0",2016,19.1
"DEG0",2016,23.3
"DK",2016,16.8
"DK01",2016,18.5
"DK02",2016,15.6
"DK03",2016,16.2
"DK04",2016,15.9
"DK05",2016,16.6
"EE",2016,24.4
"EL",2016,35.6
"EL3",2016,31.8
"EL4",2016,37.5
"EL5",2016,35.9
"EL6",2016,40
"ES",2016,27.9
"ES1",2016,23.6
"ES11",2016,25.4
"ES12",2016,18.5
"ES13",2016,24.6
"ES2",2016,16.4
"ES21",2016,15.9
"ES22",2016,13
"ES23",2016,17.4
"ES24",2016,18.7
"ES3",2016,21.7
"ES30",2016,21.7
"ES4",2016,31
"ES41",2016,23.2
"ES42",2016,37.9
"ES43",2016,35.8
"ES5",2016,22.6
"ES51",2016,17.9
"ES52",2016,30.5
"ES53",2016,19.1
"ES6",2016,40.6
"ES61",2016,41.7
"ES62",2016,34.8
"ES63",2016,41.9
"ES64",2016,29.3
"ES7",2016,44.6
"ES70",2016,44.6
"FI",2016,16.6
"FI1",2016,16.6
"FI13",2016,NA
"FI18",2016,NA
"FI19_20",2016,19
"FI1A",2016,NA
"FI1B",2016,12.5
"FI1C",2016,16.3
"FI1D",2016,19.1
"FI2",2016,7.2
"FR",2016,18.2
"HR",2016,27.9
"HR03",2016,23.3
"HR04",2016,30.3
"HU",2016,26.3
"HU1",2016,22.8
"HU10",2016,22.8
"HU11",2016,NA
"HU12",2016,NA
"HU2",2016,22.3
"HU21",2016,21.3
"HU22",2016,18.4
"HU23",2016,27.8
"HU3",2016,32
"HU31",2016,37.6
"HU32",2016,32.1
"HU33",2016,26.7
"IE",2016,24.2
"IE01",2016,NA
"IE02",2016,NA
"IS",2016,12.2
"IT",2016,30
"ITC",2016,21
"ITC1",2016,22.9
"ITC2",2016,20.5
"ITC3",2016,23.9
"ITC4",2016,19.7
"ITF",2016,44.8
"ITF1",2016,31.5
"ITF2",2016,37
"ITF3",2016,49.9
"ITF4",2016,42.2
"ITF5",2016,40
"ITF6",2016,46.7
"ITG",2016,51.3
"ITG1",2016,55.6
"ITG2",2016,38
"ITH",2016,17.1
"ITH1",2016,9.6
"ITH2",2016,23.5
"ITH3",2016,17.9
"ITH4",2016,17.7
"ITH5",2016,16.1
"ITI",2016,25.1
"ITI1",2016,16.9
"ITI2",2016,23.5
"ITI3",2016,24.4
"ITI4",2016,30.8
"LT",2016,30.1
"LU",2016,19.8
"LV",2016,28.5
"MK",2016,41.1
"MT",2016,20.3
"NL",2016,16.7
"NL1",2016,19.2
"NL11",2016,23.7
"NL12",2016,17.4
"NL13",2016,16
"NL2",2016,15.6
"NL21",2016,15.5
"NL22",2016,15.4
"NL23",2016,17
"NL3",2016,17.7
"NL31",2016,15.2
"NL32",2016,18.1
"NL33",2016,18.7
"NL34",2016,14
"NL4",2016,14.4
"NL41",2016,13.4
"NL42",2016,16.8
"NO",2016,15.3
"NO01",2016,16.1
"NO02",2016,15.6
"NO03",2016,16.1
"NO04",2016,14.1
"NO05",2016,15.4
"NO06",2016,15
"NO07",2016,13.4
"PL",2016,21.9
"PL1",2016,18.7
"PL2",2016,20.8
"PL3",2016,27.7
"PL4",2016,21.6
"PL5",2016,22.1
"PL6",2016,21.5
"PT",2016,25.1
"RO",2016,38.8
"RO1",2016,29.4
"RO11",2016,29.3
"RO12",2016,29.5
"RO2",2016,45.5
"RO21",2016,46
"RO22",2016,44.9
"RO3",2016,37.7
"RO31",2016,41.2
"RO32",2016,32.9
"RO4",2016,42.6
"RO41",2016,44.2
"RO42",2016,40.7
"RS",2016,38.5
"SE",2016,18.3
"SE1",2016,16.2
"SE11",2016,14.5
"SE12",2016,18.5
"SE2",2016,20.2
"SE21",2016,19.3
"SE22",2016,22
"SE23",2016,19.3
"SE3",2016,18
"SE31",2016,15.5
"SE32",2016,23.7
"SE33",2016,18.2
"SI",2016,18.4
"SI01",2016,19.9
"SI02",2016,16.7
"SK",2016,18.1
"SK01",2016,13.8
"SK02",2016,15.3
"SK03",2016,19.7
"SK04",2016,21.7
"TR",2016,45.1
"UK",2016,22.2
"AT",2017,18.1
"AT11",2017,NA
"AT12",2017,NA
"AT13",2017,NA
"AT21",2017,NA
"AT22",2017,NA
"AT31",2017,NA
"AT32",2017,NA
"AT33",2017,NA
"AT34",2017,NA
"BE",2017,20.3
"BG",2017,38.9
"BG3",2017,42.6
"BG31",2017,46.7
"BG32",2017,41.6
"BG33",2017,42.7
"BG34",2017,40.1
"BG4",2017,35.1
"BG41",2017,29.3
"BG42",2017,43.8
"CH",2017,NA
"CH01",2017,NA
"CH02",2017,NA
"CH03",2017,NA
"CH04",2017,NA
"CH05",2017,NA
"CH06",2017,NA
"CH07",2017,NA
"CY",2017,25.2
"CZ",2017,12.2
"CZ01",2017,9.4
"CZ02",2017,10.4
"CZ03",2017,9.7
"CZ04",2017,16.7
"CZ05",2017,9.9
"CZ06",2017,11.7
"CZ07",2017,12.3
"CZ08",2017,19.2
"DE",2017,19
"DE11",2017,13.4
"DE12",2017,15.8
"DE13",2017,14.3
"DE14",2017,13.9
"DE21",2017,16.1
"DE22",2017,21.3
"DE23",2017,18
"DE24",2017,NA
"DE25",2017,21.5
"DE26",2017,18.8
"DE27",2017,16.3
"DE30",2017,24.1
"DE40",2017,19.1
"DE50",2017,28.5
"DE60",2017,21.6
"DE71",2017,14.5
"DE72",2017,17.1
"DE73",2017,14.4
"DE80",2017,24.4
"DE91",2017,21.4
"DE92",2017,18.4
"DE93",2017,13.3
"DE94",2017,20.2
"DEA1",2017,21.4
"DEA2",2017,19.8
"DEA3",2017,18.1
"DEA4",2017,16.9
"DEA5",2017,21.3
"DEB1",2017,20.2
"DEB2",2017,17.6
"DEB3",2017,19.3
"DEC0",2017,21.7
"DED2",2017,19.8
"DED4",2017,23.1
"DED5",2017,20.4
"DEE0",2017,21.8
"DEF0",2017,20.8
"DEG0",2017,22.3
"DK",2017,17.2
"DK01",2017,18.4
"DK02",2017,17.5
"DK03",2017,16.8
"DK04",2017,15.7
"DK05",2017,17.3
"EE",2017,23.4
"EL",2017,34.8
"EL3",2017,31.1
"EL4",2017,38.8
"EL5",2017,33.9
"EL6",2017,39.7
"ES",2017,26.6
"ES1",2017,21
"ES11",2017,22.6
"ES12",2017,17.2
"ES13",2017,20.5
"ES2",2017,14.7
"ES21",2017,14.5
"ES22",2017,13.5
"ES23",2017,14.4
"ES24",2017,15.8
"ES3",2017,20.6
"ES30",2017,20.6
"ES4",2017,29.2
"ES41",2017,18.4
"ES42",2017,33.9
"ES43",2017,44.3
"ES5",2017,24.2
"ES51",2017,19.4
"ES52",2017,31.3
"ES53",2017,24.7
"ES6",2017,36.9
"ES61",2017,37.3
"ES62",2017,34.7
"ES63",2017,35.8
"ES64",2017,29.4
"ES7",2017,40.2
"ES70",2017,40.2
"FI",2017,15.7
"FI1",2017,15.7
"FI13",2017,NA
"FI18",2017,NA
"FI19_20",2017,18.5
"FI1A",2017,NA
"FI1B",2017,11.8
"FI1C",2017,15.3
"FI1D",2017,17.5
"FI2",2017,12.9
"FR",2017,17.1
"HR",2017,26.4
"HR03",2017,24.5
"HR04",2017,27.3
"HU",2017,25.6
"HU1",2017,22.3
"HU10",2017,22.3
"HU11",2017,NA
"HU12",2017,NA
"HU2",2017,22.6
"HU21",2017,18.4
"HU22",2017,20
"HU23",2017,30.3
"HU3",2017,30.4
"HU31",2017,36.1
"HU32",2017,29.2
"HU33",2017,26.5
"IE",2017,22.7
"IE01",2017,NA
"IE02",2017,NA
"IS",2017,NA
"IT",2017,28.9
"ITC",2017,20.7
"ITC1",2017,22
"ITC2",2017,19.9
"ITC3",2017,23
"ITC4",2017,19.7
"ITF",2017,42.3
"ITF1",2017,34.8
"ITF2",2017,38.3
"ITF3",2017,46.3
"ITF4",2017,38.2
"ITF5",2017,36.2
"ITF6",2017,46.3
"ITG",2017,48.7
"ITG1",2017,52.1
"ITG2",2017,38.1
"ITH",2017,16.1
"ITH1",2017,8.5
"ITH2",2017,19.3
"ITH3",2017,15.4
"ITH4",2017,17.2
"ITH5",2017,17.2
"ITI",2017,25.3
"ITI1",2017,20.8
"ITI2",2017,20.7
"ITI3",2017,24.9
"ITI4",2017,28.9
"LT",2017,29.6
"LU",2017,21.5
"LV",2017,28.2
"MK",2017,41.6
"MT",2017,19.3
"NL",2017,17
"NL1",2017,18.9
"NL11",2017,21.9
"NL12",2017,18.4
"NL13",2017,15.9
"NL2",2017,16
"NL21",2017,16.6
"NL22",2017,15.3
"NL23",2017,17.8
"NL3",2017,18
"NL31",2017,15.8
"NL32",2017,17.1
"NL33",2017,20
"NL34",2017,13
"NL4",2017,14.9
"NL41",2017,14.4
"NL42",2017,16
"NO",2017,16
"NO01",2017,16.3
"NO02",2017,15.9
"NO03",2017,13.4
"NO04",2017,15.1
"NO05",2017,17.4
"NO06",2017,17.2
"NO07",2017,17.7
"PL",2017,19.5
"PL1",2017,15.5
"PL2",2017,19.7
"PL3",2017,25.9
"PL4",2017,19.9
"PL5",2017,16
"PL6",2017,19
"PT",2017,23.3
"RO",2017,35.7
"RO1",2017,26.1
"RO11",2017,26.4
"RO12",2017,25.7
"RO2",2017,43.3
"RO21",2017,43.9
"RO22",2017,42.5
"RO3",2017,34
"RO31",2017,40.9
"RO32",2017,25
"RO4",2017,39.2
"RO41",2017,45.3
"RO42",2017,32.5
"RS",2017,36.7
"SE",2017,17.7
"SE1",2017,15.7
"SE11",2017,14.4
"SE12",2017,17.4
"SE2",2017,19.1
"SE21",2017,14.7
"SE22",2017,22
"SE23",2017,18.7
"SE3",2017,18.7
"SE31",2017,20.9
"SE32",2017,17.9
"SE33",2017,15.6
"SI",2017,17.1
"SI01",2017,19.3
"SI02",2017,14.3
"SK",2017,16.3
"SK01",2017,8.6
"SK02",2017,13.6
"SK03",2017,17.9
"SK04",2017,21
"TR",2017,41.3
"UK",2017,22
"AT",2018,NA
"AT11",2018,NA
"AT12",2018,NA
"AT13",2018,NA
"AT21",2018,NA
"AT22",2018,NA
"AT31",2018,NA
"AT32",2018,NA
"AT33",2018,NA
"AT34",2018,NA
"BE",2018,NA
"BG",2018,NA
"BG3",2018,NA
"BG31",2018,NA
"BG32",2018,NA
"BG33",2018,NA
"BG34",2018,NA
"BG4",2018,NA
"BG41",2018,NA
"BG42",2018,NA
"CH",2018,NA
"CH01",2018,NA
"CH02",2018,NA
"CH03",2018,NA
"CH04",2018,NA
"CH05",2018,NA
"CH06",2018,NA
"CH07",2018,NA
"CY",2018,NA
"CZ",2018,NA
"CZ01",2018,NA
"CZ02",2018,NA
"CZ03",2018,NA
"CZ04",2018,NA
"CZ05",2018,NA
"CZ06",2018,NA
"CZ07",2018,NA
"CZ08",2018,NA
"DE",2018,NA
"DE11",2018,NA
"DE12",2018,NA
"DE13",2018,NA
"DE14",2018,NA
"DE21",2018,NA
"DE22",2018,NA
"DE23",2018,NA
"DE24",2018,NA
"DE25",2018,NA
"DE26",2018,NA
"DE27",2018,NA
"DE30",2018,NA
"DE40",2018,NA
"DE50",2018,NA
"DE60",2018,NA
"DE71",2018,NA
"DE72",2018,NA
"DE73",2018,NA
"DE80",2018,NA
"DE91",2018,NA
"DE92",2018,NA
"DE93",2018,NA
"DE94",2018,NA
"DEA1",2018,NA
"DEA2",2018,NA
"DEA3",2018,NA
"DEA4",2018,NA
"DEA5",2018,NA
"DEB1",2018,NA
"DEB2",2018,NA
"DEB3",2018,NA
"DEC0",2018,NA
"DED2",2018,NA
"DED4",2018,NA
"DED5",2018,NA
"DEE0",2018,NA
"DEF0",2018,NA
"DEG0",2018,NA
"DK",2018,17.6
"DK01",2018,19.9
"DK02",2018,16.3
"DK03",2018,15.7
"DK04",2018,15.8
"DK05",2018,20.7
"EE",2018,NA
"EL",2018,NA
"EL3",2018,NA
"EL4",2018,NA
"EL5",2018,NA
"EL6",2018,NA
"ES",2018,NA
"ES1",2018,NA
"ES11",2018,NA
"ES12",2018,NA
"ES13",2018,NA
"ES2",2018,NA
"ES21",2018,NA
"ES22",2018,NA
"ES23",2018,NA
"ES24",2018,NA
"ES3",2018,NA
"ES30",2018,NA
"ES4",2018,NA
"ES41",2018,NA
"ES42",2018,NA
"ES43",2018,NA
"ES5",2018,NA
"ES51",2018,NA
"ES52",2018,NA
"ES53",2018,NA
"ES6",2018,NA
"ES61",2018,NA
"ES62",2018,NA
"ES63",2018,NA
"ES64",2018,NA
"ES7",2018,NA
"ES70",2018,NA
"FI",2018,16.5
"FI1",2018,16.5
"FI13",2018,NA
"FI18",2018,NA
"FI19_20",2018,19.1
"FI1A",2018,NA
"FI1B",2018,10.6
"FI1C",2018,17.5
"FI1D",2018,20
"FI2",2018,8.5
"FR",2018,NA
"HR",2018,NA
"HR03",2018,NA
"HR04",2018,NA
"HU",2018,19.6
"HU1",2018,13.6
"HU10",2018,NA
"HU11",2018,13.9
"HU12",2018,13.2
"HU2",2018,17.1
"HU21",2018,14
"HU22",2018,12.5
"HU23",2018,25.9
"HU3",2018,26.2
"HU31",2018,32.9
"HU32",2018,24.9
"HU33",2018,21.7
"IE",2018,NA
"IE01",2018,NA
"IE02",2018,NA
"IS",2018,NA
"IT",2018,NA
"ITC",2018,NA
"ITC1",2018,NA
"ITC2",2018,NA
"ITC3",2018,NA
"ITC4",2018,NA
"ITF",2018,NA
"ITF1",2018,NA
"ITF2",2018,NA
"ITF3",2018,NA
"ITF4",2018,NA
"ITF5",2018,NA
"ITF6",2018,NA
"ITG",2018,NA
"ITG1",2018,NA
"ITG2",2018,NA
"ITH",2018,NA
"ITH1",2018,NA
"ITH2",2018,NA
"ITH3",2018,NA
"ITH4",2018,NA
"ITH5",2018,NA
"ITI",2018,NA
"ITI1",2018,NA
"ITI2",2018,NA
"ITI3",2018,NA
"ITI4",2018,NA
"LT",2018,NA
"LU",2018,NA
"LV",2018,28.4
"MK",2018,NA
"MT",2018,NA
"NL",2018,NA
"NL1",2018,NA
"NL11",2018,NA
"NL12",2018,NA
"NL13",2018,NA
"NL2",2018,NA
"NL21",2018,NA
"NL22",2018,NA
"NL23",2018,NA
"NL3",2018,NA
"NL31",2018,NA
"NL32",2018,NA
"NL33",2018,NA
"NL34",2018,NA
"NL4",2018,NA
"NL41",2018,NA
"NL42",2018,NA
"NO",2018,NA
"NO01",2018,NA
"NO02",2018,NA
"NO03",2018,NA
"NO04",2018,NA
"NO05",2018,NA
"NO06",2018,NA
"NO07",2018,NA
"PL",2018,NA
"PL1",2018,NA
"PL2",2018,NA
"PL3",2018,NA
"PL4",2018,NA
"PL5",2018,NA
"PL6",2018,NA
"PT",2018,NA
"RO",2018,NA
"RO1",2018,NA
"RO11",2018,NA
"RO12",2018,NA
"RO2",2018,NA
"RO21",2018,NA
"RO22",2018,NA
"RO3",2018,NA
"RO31",2018,NA
"RO32",2018,NA
"RO4",2018,NA
"RO41",2018,NA
"RO42",2018,NA
"RS",2018,NA
"SE",2018,NA
"SE1",2018,NA
"SE11",2018,NA
"SE12",2018,NA
"SE2",2018,NA
"SE21",2018,NA
"SE22",2018,NA
"SE23",2018,NA
"SE3",2018,NA
"SE31",2018,NA
"SE32",2018,NA
"SE33",2018,NA
"SI",2018,NA
"SI01",2018,NA
"SI02",2018,NA
"SK",2018,NA
"SK01",2018,NA
"SK02",2018,NA
"SK03",2018,NA
"SK04",2018,NA
"TR",2018,NA
"UK",2018,NA
